Gene	Non-unique_Gene_name	Annotation	No_isolates	No_sequences	Avg_sequences_per_isolate	Genome_Fragment	Order_within_Fragment	Accessory_Fragment	Accessory_Order_with_Fragment	QC	028_A3	033B	033E-replaced	033_A1	042B	042E	042_A1	054_V2	055_V1	067_A5	115_A2	161_A2	408_A1	442B	442E	442_A3	445_A2	447_A2	447_A3	489_A1	530B	530E	530_A2	552_A1	606_A3	cluster_id
group_2799		EcoKI restriction-modification system protein HsdS	4	4	1	1	2325	15	7		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1933
group_2800		hypothetical protein	4	4	1	1	2324	15	6		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1934
group_2801		hypothetical protein	4	4	1	1	2323	15	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1935
group_2802	hsdR	Type-1 restriction enzyme R protein	4	4	1	1	2322	15	4		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1936
group_2803		hypothetical protein	4	4	1	1	2321	15	3		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1937
group_2817		hypothetical protein	4	4	1	1	2813	1	162		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_1938
group_2831,group_2832		hypothetical protein,hypothetical protein	4,2	4,2	1,1	1,1	786,797	1,1	528,510		0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1939
group_2836		hypothetical protein	4	4	1	1	2495	3	29		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	cluster_1940
group_2877		hypothetical protein	4	4	1	1	1073	29	3		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_1941
group_2973		EcoKI restriction-modification system protein HsdS	4	4	1	1	1211	34	8		0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_1942
group_3031		hypothetical protein	4	4	1	1	606	1	433		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1943
group_3032		hypothetical protein	4	4	1	1	605	1	432		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1944
group_3033		hypothetical protein	4	4	1	1	827	1	431		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1945
group_3034		hypothetical protein	4	4	1	1	828	1	430		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1946
group_3047		hypothetical protein	4	4	1	1	89	12	1		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	cluster_1947
group_3056		hypothetical protein	4	4	1	1	181	30	11		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	cluster_1948
group_3057		hypothetical protein	4	4	1	1	180	30	7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	cluster_1949
group_3058		P-aminobenzoate N-oxygenase AurF	4	4	1	1	85	30	9		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	cluster_1950
group_3062		hypothetical protein	4	4	1	1	869	1	439		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	cluster_1951
group_3073		modification methylase	4	4	1	1	2489	3	18		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1952
group_3074		hypothetical protein	4	4	1	1	2490	3	19		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	cluster_1953
group_1263,group_1265,group_1264		hypothetical protein,hypothetical protein,hypothetical protein	3,1,1	3,1,1	1,1,1	1,1,1	566,554,553	1,1,1	575,457,458		1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1954
fmt_1,group_1266		methionyl-tRNA formyltransferase,methionyl-tRNA formyltransferase	1,3	1,3	1,1	1,1	555,565	1,1	588,574		1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1955
group_1452,traC		Zinc-binding domain of primase-helicase,DNA primase TraC	1,3	1,3	1,1	1,1	2655,2654	1,1	261,260		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1956
group_1454,group_1453		hypothetical protein,Caudovirus prohead protease	1,3	1,3	1,1	1,1	830,835	1,1	248,249		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1957
group_1473,group_1474		hypothetical protein,hypothetical protein	3,2	3,2	1,1	1,1	3078,1011	1,1	306,498		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	cluster_1958
group_1841,group_1840		hypothetical protein,hypothetical protein	1,3	1,3	1,1	1,1	552,567	1,1	459,576		1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1959
group_2088,group_2087		Type-F conjugative transfer system pilin assembly protein,Type-F conjugative transfer system pilin assembly protein	2,3	2,3	1,1	1,1	3099,3101	1,1	695,699		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1960
group_2100		hypothetical protein	3	3	1	1	609	1	428		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1961
group_2101		hypothetical protein	3	3	1	1	2653	1	259		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1962
group_2102		HNH endonuclease	3	3	1	1	2652	1	258		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1963
group_2131,group_2132		hypothetical protein,hypothetical protein	3,1	3,1	1,1	1,1	2485,2484	3,3	2,1		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_1964
group_2473		hypothetical protein	3	3	1	1	2861	1	170		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1965
group_2488		hypothetical protein	3	3	1	1	2667	1	304		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1966
group_2489		hypothetical protein	3	3	1	1	2666	1	271		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1967
group_2490		hypothetical protein	3	3	1	1	2663	1	269		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1968
group_2491		hypothetical protein	3	3	1	1	2651	1	257		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1969
group_2492		hypothetical protein	3	3	1	1	834	1	250		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1970
group_2493		hypothetical protein	3	3	1	1	839	1	403		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1971
group_2494		phage head-tail adapter protein	3	3	1	1	841	1	405		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1972
group_2503		hypothetical protein	3	3	1	1	801	1	514		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	cluster_1973
group_2505,group_2504		hypothetical protein,hypothetical protein	3,3	3,3	1,1	1,1	799,784	1,1	512,526		0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1974
group_2507,group_2506		hypothetical protein,hypothetical protein	3,3	3,3	1,1	1,1	798,785	1,1	511,527		0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	cluster_1975
group_2525,group_2524		hypothetical protein,hypothetical protein	1,3	1,3	1,1	1,1	1005,3088	1,1	195,692		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	cluster_1976
group_2554		hypothetical protein	3	3	1	1	1598	172	3		1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1977
group_2644		YcfA-like protein	3	3	1	1	514	1	455		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1978
group_2687		N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	3	3	1	1	1205	34	22		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1979
group_2688		hypothetical protein	3	3	1	1	1203	34	24		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1980
group_2689		thiF family protein	3	3	1	1	1202	34	25		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1981
group_2690		JAB1/Mov34/MPN/PAD-1 ubiquitin protease family protein	3	3	1	1	1201	34	26		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1982
group_2691		hypothetical protein	3	3	1	1	1200	34	27		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1983
group_2696		hypothetical protein	3	3	1	1	2792	1	7		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1984
group_2697		hypothetical protein	3	3	1	1	2794	1	186		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1985
group_2722		Conjugative relaxosome accessory transposon protein	3	3	1	1	3127	1	736		0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1986
group_2727		hypothetical protein	3	3	1	1	3134	1	743		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1987
traI		Multifunctional conjugation protein TraI	3	3	1	1	3310	1	735		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1988
traD		Coupling protein TraD	3	3	1	1	3311	1	734		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1989
group_2730		hypothetical protein	3	3	1	1	3312	1	733		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1990
group_2745		TraL protein	3	3	1	1	3116	1	715		0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1991
group_2752		hypothetical protein	3	3	1	1	3103	1	701		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1992
group_2753		conjugal transfer protein	3	3	1	1	3102	1	700		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1993
lgt2B_C		galactosyltransferase Lgt2B/C	3	3	1	1	369	22	7		0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1994
group_2778		hypothetical protein	3	3	1	1	3097	1	696		0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_1995
group_2780		hypothetical protein	3	3	1	1	1385	162	3	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	cluster_1996
group_2787		hypothetical protein	3	3	1	1	2649	1	255	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1997
group_2788		hypothetical protein	3	3	1	1	833	1	251		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1998
group_2789		poly(3-hydroxybutyrate) depolymerase	3	3	1	1	840	1	404		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_1999
group_2795		hypothetical protein	3	3	1	1	3094	1	686		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_2000
group_2804		hypothetical protein	3	3	1	1	2002	119	4		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	cluster_2001
group_2829		3-deoxy-D-manno-octulosonic acid transferase	3	3	1	1	803	1	516		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	cluster_2002
group_2830		hypothetical protein	3	3	1	1	800	1	513		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	cluster_2003
group_2843		hypothetical protein	3	3	1	1	531	1	377		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	cluster_2004
group_2844		Bacterial SH3 domain protein	3	3	1	1	532	1	376		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	cluster_2005
group_2976		hypothetical protein	3	3	1	1	3010	342	1		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	cluster_2006
group_2981		hypothetical protein	3	3	1	1	2650	1	256		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_2007
group_3028		hypothetical protein	3	3	1	1	534	1	617		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2008
group_3029		ribbon-helix-helix, copG family protein	3	3	1	1	523	1	216		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2009
group_3030		hypothetical protein	3	3	1	1	604	1	429		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2010
group_3036		hypothetical protein	3	3	1	1	652	1	523		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2011
group_3037		hypothetical protein	3	3	1	1	782	1	524		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2012
group_3038		hypothetical protein	3	3	1	1	783	1	525		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2013
group_3039		hypothetical protein	3	3	1	1	647	1	531		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2014
group_3040		hypothetical protein	3	3	1	1	646	1	532		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2015
group_3041		hypothetical protein	3	3	1	1	645	1	533		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2016
group_3042		KilA-N domain protein	3	3	1	1	644	1	534		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2017
group_3043		hypothetical protein	3	3	1	1	643	1	535		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2018
group_3044		hypothetical protein	3	3	1	1	642	1	536		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2019
group_3045		hypothetical protein	3	3	1	1	2803	1	178		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2020
group_3046		hypothetical protein	3	3	1	1	3235	323	1		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_2021
group_3048		hypothetical protein	3	3	1	1	2939	174	1		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_2022
group_3049		hypothetical protein	3	3	1	1	1867	1	297		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_2023
group_3050		hypothetical protein	3	3	1	1	1940	146	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_2024
group_3051		acetyltransferase	3	3	1	1	1939	146	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_2025
group_3052		death-on-curing protein	3	3	1	1	2398	146	1		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	cluster_2026
group_3072		hypothetical protein	3	3	1	1	2699	1	367		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	cluster_2027
group_3075		hypothetical protein	3	3	1	1	223	159	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2028
group_3076		hypothetical protein	3	3	1	1	2720	1	332		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2029
group_3077		hypothetical protein	3	3	1	1	2719	1	331		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2030
group_3078		Phage-related minor tail protein	3	3	1	1	864	1	209		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2031
group_3079		hypothetical protein	3	3	1	1	863	1	208		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2032
group_3080		hypothetical protein	3	3	1	1	654	1	520		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2033
group_3081		hypothetical protein	3	3	1	1	655	1	521		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2034
group_3082		modification methylase	3	3	1	1	656	1	522		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2035
group_3083		putative methylase	3	3	1	1	2487	3	16		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	cluster_2036
group_837,group_838,group_839		terminase,terminase,terminase	2,1,3	2,1,3	1,1,1	1,1,1	832,831,2648	1,1,1	252,253,254		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_2037
group_841,group_840,group_843,group_842		hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein	1,3,1,1	1,3,1,1	1,1,1,1	1,1,1,1	893,3092,3089,892	1,1,1,1	197,693,689,196		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_2038
group_849,group_848,group_852,group_850,group_851,group_847	hsdR,hsdR,hsdR	Type-1 restriction enzyme R protein,hypothetical protein,hypothetical protein,Type-1 restriction enzyme R protein,hypothetical protein,Type-1 restriction enzyme R protein	3,1,1,2,2,2	3,1,1,2,2,2	1,1,1,1,1,1	1,1,1,1,1,1	1103,1102,1106,1105,1104,1208	34,34,34,34,34,34	12,11,13,3,4,10		0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2039
group_1456,group_1457,group_1455		peptidase,peptidase,peptidase	2,1,2	2,1,2	1,1,1	1,1,1	837,836,838	1,1,1	401,402,247		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_2040
group_1638,group_1637		hypothetical protein,hypothetical protein	1,2	1,2	1,1	1,1	1557,1378	4,4	1,2		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2041
group_1746,group_1747		ABC transporter,ABC transporter	2,1	2,1	1,1	1,1	3282,3301	1,1	791,792		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2042
group_2125,group_2124		hypothetical protein,hypothetical protein	2,1	2,1	1,1	1,1	1007,1006	1,1	502,491		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2043
group_2273		hypothetical protein	2	2	1	1	2798	1	12		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2044
group_2522		hypothetical protein	2	2	1	1	1980	123	4		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	cluster_2045
group_2523		hypothetical protein	2	2	1	1	577	1	595	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2046
group_2526		repressor	2	2	1	1	2656	1	262		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_2047
group_2527		phage integrase family protein	2	2	1	1	3080	1	244		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cluster_2048
group_2528		hypothetical protein	2	2	1	1	886	1	446		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2049
group_2529		hypothetical protein	2	2	1	1	817	1	470		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2050
group_2530		hypothetical protein	2	2	1	1	815	1	468		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2051
group_2531	thyX	thymidylate synthase, flavin-dependent	2	2	1	1	774	1	466		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2052
group_2532		hypothetical protein	2	2	1	1	780	1	562		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2053
group_2533		hypothetical protein	2	2	1	1	795	1	508		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2054
group_2534		hypothetical protein	2	2	1	1	794	1	507	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2055
rlpA_2		rare lipoprotein A family protein	2	2	1	1	1012	1	497		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	cluster_2056
group_2549,group_2548		hypothetical protein,hypothetical protein	2,2	2,2	1,1	1,1	2867,2837	1,1	49,90		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	cluster_2057
group_2569		hypothetical protein	2	2	1	1	1558	4	3		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2058
group_2570		hypothetical protein	2	2	1	1	1559	4	4		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2059
group_2571		hypothetical protein	2	2	1	1	1560	4	5		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2060
group_2572		hypothetical protein	2	2	1	1	1561	4	6		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2061
group_2573		helix-turn-helix domain protein	2	2	1	1	1562	4	7		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2062
group_2574		prophage CP4-57 regulatory protein AlpA	2	2	1	1	1563	4	8		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2063
group_2575		Acetyltransferase (GNAT) family protein	2	2	1	1	1549	4	27		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2064
group_2576		hypothetical protein	2	2	1	1	1548	4	28		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2065
group_2577		hypothetical protein	2	2	1	1	1547	4	29		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2066
group_2578		phage integrase family protein	2	2	1	1	1546	4	30		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2067
group_2582		hypothetical protein	2	2	1	1	1089	6	18		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2068
group_2583		hypothetical protein	2	2	1	1	1088	6	17		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2069
group_2584		hypothetical protein	2	2	1	1	1091	6	16		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2070
group_2585		hypothetical protein	2	2	1	1	1092	6	15		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2071
group_2586		PIN domain protein	2	2	1	1	1093	6	14		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2072
group_2596		hypothetical protein	2	2	1	1	2797	1	11		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2073
group_2607		hypothetical protein	2	2	1	1	3149	1	802		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2074
group_2608		hypothetical protein	2	2	1	1	3150	1	801		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2075
group_2609		hypothetical protein	2	2	1	1	3308	1	799		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2076
group_2610		hypothetical protein	2	2	1	1	3307	1	798		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2077
group_2611	traC	DNA primase TraC	2	2	1	1	3306	1	797		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2078
group_2612		hypothetical protein	2	2	1	1	3305	1	796		1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster_2079
